16,2013-01-02 11:03:06.910
11,2013-01-02 13:19:40.613
3,2013-01-02 13:59:27.620
6,2013-01-02 14:47:13.780
6,2013-01-02 16:02:28.287
7,2013-01-02 16:24:01.993
9,2013-01-02 16:43:19.383
9,2013-01-02 16:59:22.583
3,2013-01-02 17:04:54.470
1,2013-01-03 10:20:16.093
11,2013-01-03 10:46:30.830
1,2013-01-03 11:59:52.700
2,2013-01-03 15:31:43.730
4,2013-01-04 10:21:43.127
11,2013-01-04 14:40:48.673
9,2013-01-04 16:56:39.390
11,2013-01-07 10:55:36.197
7,2013-01-07 14:41:59.567
2,2013-01-08 07:43:42.827
1,2013-01-08 17:19:20.630
4,2013-01-09 09:00:57.470
13,2013-01-09 10:16:43.013
3,2013-01-09 10:39:08.610
1,2013-01-09 14:30:34.540
1,2013-01-10 08:31:25.087
4,2013-01-10 12:00:23.710
4,2013-01-10 14:06:35.610
48,2013-01-10 14:35:05.337
17,2013-01-10 16:07:05.233
38,2013-01-10 17:00:07.083
18,2013-01-11 15:05:09.983
7,2013-01-11 15:07:19.723
1,2013-01-14 08:12:52.180
15,2013-01-14 11:48:01.873
5,2013-01-21 09:45:10.757
10,2013-01-24 16:59:28.237
5,2013-01-25 10:33:19.020
3,2013-01-25 11:25:44.320
53,2013-01-25 16:49:33.370
26,2013-01-28 16:06:01.393
3,2013-01-28 17:02:51.927
25,2013-01-29 16:17:32.660
2,2013-01-29 16:22:09.167
6,2013-01-29 16:39:54.523
6,2013-01-30 11:50:22.830
1,2013-01-30 13:33:19.343
1,2013-01-30 13:35:35.193
1,2013-01-30 13:39:01.383
1,2013-01-30 13:41:11.027
1,2013-01-30 16:08:34.703
5,2013-01-30 16:14:35.290
2,2013-01-30 17:00:01.103
9,2013-01-31 10:32:19.280
1,2013-01-31 10:38:54.157
4,2013-01-31 14:52:21.467
9,2013-02-01 08:36:40.790
6,2013-02-01 09:47:34.543
2,2013-02-01 13:10:52.513
1,2013-02-01 13:14:16.550
7,2013-02-01 13:19:13.880
2,2013-02-04 09:31:20.027
8,2013-02-04 16:38:58.580
8,2013-02-05 14:15:31.210
3,2013-02-05 16:49:15.630
8,2013-02-06 16:31:08.907
6,2013-02-07 14:59:58.340
4,2013-02-08 10:35:04.860
3,2013-02-08 11:04:50.133
9,2013-02-08 15:42:43.283
3,2013-02-08 15:49:58.617
7,2013-02-11 15:02:22.267
6,2013-02-11 16:52:21.913
4,2013-02-11 16:56:18.297
12,2013-02-13 13:59:45.890
5,2013-02-13 16:25:06.870
3,2013-02-13 16:58:18.317
6,2013-02-15 09:17:48.100
1,2013-02-15 09:25:56.713
1,2013-02-15 09:32:31.357
3,2013-02-15 11:00:38.603
3,2013-02-15 11:07:12.830
2,2013-02-15 11:10:59.140
2,2013-02-15 13:57:29.170
155,2013-02-15 14:09:34.323
1,2013-02-15 14:11:59.963
156,2013-02-18 09:09:18.343
75,2013-02-18 09:10:43.537
139,2013-02-18 09:13:38.140
6,2013-02-18 09:16:05.020
539,2013-02-18 09:18:14.910
20,2013-02-18 16:09:17.567
2,2013-02-18 16:51:45.973
2,2013-02-19 09:51:58.937
2,2013-02-19 10:04:06.443
3,2013-02-19 10:22:09.487
2,2013-02-19 10:30:23.060
5,2013-02-19 11:52:03.663
1,2013-02-19 13:30:42.823
12,2013-02-19 16:03:56.433
7,2013-02-19 16:52:43.013
1,2013-02-19 16:54:10.513
2,2013-02-20 11:17:51.597
6,2013-02-20 15:20:39.143
3,2013-02-20 15:24:46.833
3,2013-02-20 15:49:31.690
4,2013-02-20 15:50:20.857
11,2013-02-22 16:42:40.283
19,2013-02-25 11:15:45.607
56,2013-02-28 14:07:30.777
50,2013-02-28 14:09:06.397
7,2013-02-28 14:18:37.387
1,2013-02-28 16:24:27.483
7,2013-03-04 14:13:35.910
7,2013-03-04 16:55:46.410
9,2013-03-05 15:53:23.987
2,2013-03-05 16:26:52.567
1,2013-03-05 16:30:15.093
3,2013-03-05 16:54:13.900
1,2013-03-05 17:16:39.097
16,2013-03-06 16:52:04.983
6,2013-03-07 10:44:39.850
5,2013-03-07 15:50:39.100
1,2013-03-07 16:05:04.463
12,2013-03-08 14:36:50.093
7,2013-03-11 09:57:37.500
1,2013-03-11 10:07:09.447
18,2013-03-11 16:00:21.007
18,2013-03-12 10:23:29.727
1,2013-03-12 10:33:15.027
206,2013-03-12 13:56:54.130
9,2013-03-12 16:03:22.287
3,2013-03-13 12:16:05.637
3,2013-03-13 12:36:54.370
2,2013-03-13 13:12:55.903
9,2013-03-13 14:58:52.233
1,2013-03-13 15:00:19.763
1,2013-03-13 15:06:10.607
4,2013-03-14 10:31:13.097
1,2013-03-14 12:08:13.550
1,2013-03-14 15:28:47.043
17,2013-03-14 15:33:12.140
1,2013-03-15 08:50:28.907
14,2013-03-15 12:38:16.493
4,2013-03-15 14:10:31.130
1,2013-03-15 14:11:32.923
1,2013-03-15 15:17:26.257
1,2013-03-15 15:27:40.840
17,2013-03-15 15:31:16.477
2,2013-03-15 15:35:48.573
3,2013-03-15 16:06:11.400
4,2013-03-18 07:47:18.017
2,2013-03-18 08:17:21.833
45,2013-03-18 12:39:45.073
4,2013-03-18 13:06:18.623
9,2013-03-18 15:53:12.630
7,2013-03-19 13:05:32.187
11,2013-03-19 15:44:42.993
4,2013-03-19 15:49:46.123
4,2013-03-20 10:37:28.670
10,2013-03-20 14:07:23.053
8,2013-03-20 15:36:18.470
2,2013-03-20 15:52:07.970
5,2013-03-21 10:57:05.243
12,2013-03-21 14:12:46.273
3,2013-03-21 14:51:04.560
223,2013-03-22 16:10:28.037
3,2013-03-25 09:18:01.480
7,2013-03-25 09:45:54.077
3,2013-03-25 15:00:44.670
2,2013-03-25 15:22:52.007
1,2013-03-26 10:27:46.520
164,2013-03-26 14:57:23.693
4,2013-03-26 15:52:04.510
8,2013-03-27 10:22:00.350
41,2013-03-27 15:57:39.963
80,2013-03-28 13:36:30.840
70,2013-03-28 14:27:53.000
3,2013-03-28 14:28:13.397
15,2013-03-28 14:36:56.707
10,2013-03-28 15:49:13.003
136,2013-03-29 10:19:23.550
32,2013-04-01 09:13:14.047
4,2013-04-01 09:13:50.327
77,2013-04-01 10:22:33.317
2,2013-04-01 10:26:11.863
1,2013-04-01 10:29:27.833
88,2013-04-01 10:30:58.267
4,2013-04-01 10:32:44.573
2,2013-04-01 10:48:39.943
8,2013-04-01 12:31:05.533
9,2013-04-02 09:23:18.327
1,2013-04-02 10:36:54.063
355,2013-04-02 15:58:07.583
11,2013-04-03 10:03:05.717
1,2013-04-03 10:30:21.830
1,2013-04-03 12:15:28.933
1,2013-04-03 12:19:56.723
3,2013-04-03 12:26:42.973
3,2013-04-03 12:41:01.053
14,2013-04-03 13:07:24.540
17,2013-04-03 13:29:33.670
3,2013-04-03 13:46:10.307
9,2013-04-03 14:15:32.950
1,2013-04-03 14:39:06.237
5,2013-04-04 08:50:32.827
1,2013-04-04 09:05:49.800
4,2013-04-04 09:18:52.837
15,2013-04-04 09:20:15.553
1,2013-04-04 09:21:36.687
1,2013-04-04 09:38:58.940
3,2013-04-04 09:45:27.083
1,2013-04-04 09:51:00.880
7,2013-04-04 10:02:04.470
6,2013-04-04 10:22:53.363
4,2013-04-04 10:50:43.617
1,2013-04-04 12:15:57.873
6,2013-04-04 12:40:36.687
5,2013-04-04 13:20:26.843
3,2013-04-04 14:59:55.313
10,2013-04-04 15:31:46.140
41,2013-04-04 15:36:00.613
16,2013-04-05 13:56:59.900
4,2013-04-05 14:01:34.500
5,2013-04-05 14:06:45.290
15,2013-04-05 14:24:40.143
6,2013-04-05 15:27:39.077
1,2013-04-16 13:11:58.480
17,2013-04-16 13:21:26.113
8,2013-04-17 13:45:19.397
25,2013-04-19 07:50:08.730
4,2013-04-22 12:16:39.107
9,2013-04-22 12:28:44.547
1,2013-04-22 15:36:49.340
4,2013-04-23 11:00:15.027
1,2013-04-23 12:23:33.500
15,2013-04-23 13:51:29.547
1,2013-04-23 14:03:05.593
1,2013-04-23 14:48:41.153
1,2013-04-24 09:30:07.077
5,2013-04-24 13:12:36.863
2,2013-04-24 15:21:22.607
8,2013-04-25 09:02:09.063
7,2013-04-25 13:37:50.687
2,2013-04-25 14:10:42.643
4,2013-04-25 14:49:41.303
2,2013-04-25 14:56:50.280
74,2013-04-25 15:53:09.640
84,2013-04-26 09:59:14.600
11,2013-04-26 14:11:41.487
6,2013-04-29 09:52:44.920
18,2013-04-29 16:00:20.280
5,2013-04-30 08:39:26.157
5,2013-04-30 09:49:06.800
3,2013-04-30 12:39:42.730
5,2013-04-30 14:35:04.290
2,2013-04-30 14:37:59.120
4,2013-05-01 13:28:15.893
13,2013-05-01 14:58:45.257
6,2013-05-03 10:15:24.420
225,2013-05-03 10:43:29.980
4,2013-05-03 13:53:58.063
10,2013-05-03 15:54:57.263
24,2013-05-06 15:42:01.777
3,2013-05-06 15:58:42.537
5,2013-05-07 12:31:53.607
7,2013-05-07 12:44:20.297
19,2013-05-07 14:25:43.117
62,2013-05-08 15:59:24.917
5,2013-05-09 09:47:36.577
7,2013-05-09 13:59:37.067
3,2013-05-09 15:28:58.327
2,2013-05-10 10:34:25.393
27,2013-05-10 14:58:12.627
2,2013-05-10 15:41:54.710
7,2013-05-13 12:29:22.207
1,2013-05-13 14:19:48.867
1,2013-05-13 15:30:32.493
6,2013-05-14 08:19:39.937
1,2013-05-14 08:36:11.323
1,2013-05-14 08:44:32.203
1,2013-05-14 09:11:11.090
5,2013-05-14 12:37:53.157
3,2013-05-14 12:40:44.047
8,2013-05-14 15:48:11.180
1,2013-05-14 15:59:09.023
6,2013-05-15 10:01:15.760
1,2013-05-15 10:20:41.717
2,2013-05-15 10:37:54.537
